Date,Title,URL
2016_03_12,U.S. to send attachés to foreign markets to boost digital trade,https://www.yahoo.com/news/u-send-attach-foreign-markets-boost-digital-trade-023850379--business.html
2016_03_14,"Small plane crashes into rural Bolivian market, kills 7",https://sg.news.yahoo.com/small-plane-crashes-rural-bolivian-market-kills-7-025546884.html
2016_03_15,Obama concerned about Venezuela's struggling economy,https://www.yahoo.com/news/obama-concerned-venezuelas-struggling-economy-020856071--business.html
2016_03_24,Vietnamese market vendors combine work with exercise routines,https://www.yahoo.com/news/vietnamese-market-vendors-combine-exercise-routines-025522409.html
2016_03_31,"U.S., Nigeria set up working groups on security, economy, corruption",https://www.yahoo.com/news/u-nigeria-set-working-groups-security-economy-corruption-023335598.html
2016_04_15,Policymakers fret as storm clouds gather over world economy,https://sg.news.yahoo.com/policymakers-fret-storm-clouds-gather-over-world-economy-004127597--business.html
2016_04_18,Brazil markets set to rally after Congress backs impeachment,https://sg.news.yahoo.com/brazil-markets-set-rally-congress-backs-impeachment-034425070--sector.html
2016_04_19,White House: Not in Saudi interest to destabilize global economy over 9/11 bill,https://www.yahoo.com/news/white-house-not-saudi-interest-destabilize-global-economy-002559548--business.html
2016_04_19,White House - Not in Saudi interest to destabilise global economy over 9/11 bill,https://sg.news.yahoo.com/white-house-not-saudi-interest-destabilise-global-economy-003052874--business.html
2016_05_07,Rain dampens opening of farmers market in San Jose,https://www.yahoo.com/news/rain-dampens-opening-farmers-market-011100383.html
2016_05_19,Five banks sued in U.S. for rigging $9 trillion agency bond market,https://www.yahoo.com/news/five-banks-sued-u-rigging-9-trillion-agency-002604445--sector.html
2016_05_19,"Google Home Takes on Amazon Echo, Stage Set for AI Battle in Lucrative Market",https://www.yahoo.com/news/google-home-takes-amazon-echo-stage-set-ai-181303540--abc-news-topstories.html
2016_05_25,DoubleLine's Gundlach says U.S. stock market is 'dead money',https://www.yahoo.com/news/doublelines-gundlach-says-u-stock-market-dead-money-013030715--sector.html
2016_06_01,German economy minister says would welcome European bid for Kuka,https://www.yahoo.com/news/german-economy-minister-says-welcome-european-bid-kuka-013710464--business.html
2016_06_15,Bank of Tokyo-Mitsubishi says testing its own digital currency,https://www.yahoo.com/news/bank-tokyo-mitsubishi-says-testing-own-digital-currency-005040156--sector.html
2016_06_20,"Despite rising economy, Pakistan still hampered by image problem",https://sg.news.yahoo.com/despite-rising-economy-pakistan-still-hampered-image-problem-032455945--sector.html
2016_06_23,Why the Brexit Vote Matters for the Global Economy,https://www.yahoo.com/news/why-brexit-vote-matters-global-000511710.html
2016_06_24,South Korea says it will take market stabilization measures as needed on UK results,https://www.yahoo.com/news/south-korea-says-market-stabilization-measures-needed-uk-000952935--business.html
2016_06_24,Japan MOF Asakawa says must closely watch markets on Brexit vote,https://www.yahoo.com/news/japan-mof-asakawa-says-must-closely-watch-markets-002128385--business.html
2016_06_26,China's finance minister sees 'Brexit' heightening uncertainty for markets,https://www.yahoo.com/news/china-finance-minister-says-brexit-heightened-uncertainty-markets-012420277--business.html
2016_06_27,CIA weapons for Syrian rebels sold to arms black market: NYT,https://www.yahoo.com/news/cia-weapons-syrian-rebels-sold-arms-black-market-010448516.html
2016_06_27,British EU vote unnerves world leaders and markets,https://sg.news.yahoo.com/british-eu-vote-unnerves-world-leaders-markets-022958364--sector.html
2016_06_31,German economy minister says would welcome European bid for Kuka,https://www.yahoo.com/news/german-economy-minister-says-welcome-european-bid-kuka-013710464--business.html
2016_07_07,6-alarm fire in Alameda County to have ripple effect on tight housing market,https://www.yahoo.com/news/6-alarm-fire-alameda-county-021021703.html
2016_07_15,"Nintendo surges to hit six-year high, Pokemon GO hits UK market",https://finance.yahoo.com/news/nintendo-shares-hit-six-high-more-80-percent-003010376--finance.html
2016_08_02,2016 U.S. Automotive Media and Marketing Report—Summer: Traditional Media Brands’ Expansion into Digital Creates New Auto Advertising Opportunities,https://autos.yahoo.com/2016-u-automotive-media-marketing-025227475.html
2016_08_08,"Despite sanctions, North Korea prices steady as Kim leaves markets alone",https://sg.news.yahoo.com/despite-sanctions-north-korea-prices-steady-kim-leaves-025945681.html
2016_08_09,"New federal rules restrict e-cigarette sales, marketing",https://www.yahoo.com/news/federal-rules-restrict-e-cigarette-010537470.html
2016_08_14,10 things to try at the Epicurean Market 2016,https://www.yahoo.com/lifestyle/11-things-try-epicurean-market-021056282.html
2016_09_05,Japan's Abe tells G20 global economy downside risk increasing,https://www.yahoo.com/news/japans-abe-tells-g20-global-economy-downside-risk-040152969--business.html
2016_09_06,Report: Apple has more than 50% of Australia's smartwatch market,https://www.yahoo.com/tech/report-apple-more-50-australias-024947443.html
2016_09_16,"Petition to get Steve Irwin on Aussie currency is really, really popular",https://www.yahoo.com/news/petition-steve-irwin-aussie-currency-024659683.html
2016_09_28,Fed's Williams says U.S. economy can handle rate hike,https://www.yahoo.com/news/feds-williams-says-u-economy-handle-rate-hike-022823150--business.html
2016_09_30,$160K worth of valuables stolen from small family-owned Glendale market,https://www.yahoo.com/news/160k-worth-valuables-stolen-small-003344642.html
2016_10_14,Thailand declares government holiday but stock market to stay open,https://www.yahoo.com/news/thailand-declares-government-holiday-stock-market-stay-open-023203248.html
2016_10_17,German officials ask Tesla to stop using 'Autopilot' in its marketing,https://www.yahoo.com/tech/german-officials-ask-tesla-stop-035848722.html
2016_10_26,"GM's OnStar, IBM's Watson combine to market brands to drivers",https://finance.yahoo.com/news/gms-onstar-ibms-watson-combine-market-brands-drivers-002416236--finance.html
2016_11_02,Supermarket ad is jam-packed with cromulent 'Simpsons' references,https://www.yahoo.com/news/supermarket-ad-jam-packed-cromulent-021136724.html
2016_11_05,"Clinton, Trump clash over economy in final campaign stretch",https://www.yahoo.com/news/clinton-trump-clash-over-economy-closing-campaign-stretch-000836675.html
2016_11_05,Mexico's Slim says Trump's plans would 'destroy' U.S. economy,https://sg.news.yahoo.com/mexicos-slim-says-trumps-plans-destroy-u-economy-004340812.html
2016_11_09,Economy tops list of worries facing American voters: Reuters/Ipsos,https://www.yahoo.com/news/economy-tops-list-worries-facing-american-voters-reuters-003825600.html
2016_11_10,Reconciliation and Relief Spurs Market Rally in the Wake of Donald Trump Win,https://www.yahoo.com/news/us-markets-expected-open-lower-trump-win-141803443--abc-news-topstories.html
2016_11_16,Pink diamond nets $18 million in 'healthy' market: Christie's,https://www.yahoo.com/news/pink-diamond-nets-18-million-healthy-market-christies-000428864--finance.html
2016_11_18,Lyft ups its bet on the senior market with donations to the Village to Village Network,https://autos.yahoo.com/lyft-ups-bet-senior-market-000500182.html
2016_11_30,"South Korea finance ministry says Brexit talks, U.S. rates are risks for Korea economy",https://www.yahoo.com/news/south-korea-finance-ministry-says-brexit-talks-u-001705818.html
2016_12_01,EPA Announcement Aims to Lock In Aggressive Fuel Economy Standards,https://www.yahoo.com/news/epa-announcement-aims-lock-aggressive-fuel-economy-standards-000717470.html
2016_12_02,Friday's Jobless Report Could Mean Interest Rate Hike,https://www.yahoo.com/news/fridays-jobless-report-could-mean-001704460.html
2016_12_05,"Ghana opposition urges voter support, seeks to turn economy around",https://sg.news.yahoo.com/ghana-opposition-urges-voter-support-seeks-turn-economy-033214213--business.html
2016_12_09,#茄姐 知道好多人準備出發去#歐洲 ，特別係想睇#聖誕市集 ，感受正宗#聖誕 氣氛，茄姐率先一步，去左#英國 嘅#ChristmasMarket 睇下有咩好食、玩、買：http://tomatoexp.blogspot.com/2016/12/81.html #旅行 #窮遊 #玩  想睇其他英國攻略？ 英國【歐洲機票攻略】：http://tomatoexp.blogspot.com/2016/04/2016.html 【英國快餐店攻略】 https://tomatoexp.blogspot.co.uk/2016/11/blog-post.html 【英國購物攻略】Primark 邊樣嘢最抵買？ http://tomatoexp.blogspot.com/2016/10/primark.html 【英國購物攻略】倫敦Oxford Street 邊間百貨公司最好行？ http://tomatoexp.blogspot.com/2016/10/oxford-street.html,https://www.yahoo.com/news/p-%E8%8C%84%E5%A7%90-%E7%9F%A5%E9%81%93%E5%A5%BD%E5%A4%9A%E4%BA%BA%E6%BA%96%E5%82%99%E5%87%BA%E7%99%BC%E5%8E%BB-%E6%AD%90%E6%B4%B2-%E7%89%B9%E5%88%A5%E4%BF%82%E6%83%B3%E7%9D%87-slideshow-wp-013212592.html
2016_12_11,#christmasmarket 有咩#食 ？有即場煎Ham 好鬼香，仲有一堆#ChristmasDrink ，幾有特式嘅！ #倫敦 #英國美食 #倫敦美食 #foodies #foodie #食好西 #窮遊 #hkfoodie #旅行 #相機食先 #手機食先 #instafood #noodle #foodaddict #foodporn #foodaholic (at Manchester World Famous Christmas Markets),https://www.yahoo.com/news/p-christmasmarket-%E6%9C%89%E5%92%A9-%E9%A3%9F-%E6%9C%89%E5%8D%B3%E5%A0%B4%E7%85%8Eham-slideshow-wp-022936643.html
2016_12_20,Berlin police raise death toll to 12 after truck rams into Christmas market; 48 injured,https://www.yahoo.com/news/berlin-police-raise-death-toll-12-truck-rams-005805936.html
2016_12_20,Death toll rises to 12 after truck plows into German Christmas market,https://www.yahoo.com/news/death-toll-rises-12-truck-plows-german-christmas-011128641.html
2016_12_20,Death toll rises to 12 after truck ploughs into German Christmas market,https://sg.news.yahoo.com/death-toll-rises-12-truck-ploughs-german-christmas-011203917.html
2016_12_20,"Truck ploughs into crowd at Berlin Christmas market, 12 dead",https://sg.news.yahoo.com/truck-ploughs-crowd-berlin-christmas-market-nine-dead-002311349.html
2016_12_20,"Truck rams into German Christmas market, killing 12 people",https://www.yahoo.com/news/truck-rams-german-christmas-market-000120382.html
2016_12_21,"Police: 9 dead, 70 hurt in blast at Mexican fireworks market",https://www.yahoo.com/news/police-9-dead-70-hurt-000929520.html
2016_12_21,Mexico State prosecutor says 26 people have been killed in a fireworks market explosion,https://www.yahoo.com/news/mexico-state-prosecutor-says-26-people-killed-fireworks-003349218.html
2016_12_21,"Berlin Christmas markets shut, others tighten security",https://www.yahoo.com/news/berlin-christmas-markets-shut-others-tighten-security-004207321.html
2016_12_26,Power surge: Chinese electric car battery maker charges for global market,https://www.yahoo.com/news/power-surge-chinese-electric-car-battery-maker-charges-030456703--finance.html
2017_01_03,IS suicide bomber kills 36 in Baghdad market,https://www.yahoo.com/news/frances-holland-starts-official-visit-iraq-074135006.html
2017_01_10,Chinese Automaker GAC Pledges to Enter U.S. Market,https://www.yahoo.com/news/chinese-automaker-gac-pledges-enter-u-market-002522629.html
2017_01_11,Bitstamp adds Ripple currency XRP to trading platform,https://www.yahoo.com/news/bitstamp-adds-ripple-currency-xrp-trading-platform-002922058--sector.html
2017_01_12,"UK's Funding Circle, an online marketplace lender, raises $100 million",https://www.yahoo.com/news/uks-funding-circle-online-marketplace-lender-raises-100-003343471--sector.html
2017_01_27,"PayPal outlook muted on mobile competition, currency trends",https://www.yahoo.com/news/paypal-outlook-muted-mobile-competition-currency-trends-011352341--sector.html
2017_01_27,China turns to blockchain to make markets clearer and cleaner,https://www.yahoo.com/news/china-turns-blockchain-markets-clearer-cleaner-003801949--sector.html
2017_01_31,"School shootings rise when economy struggles, study suggests",https://www.yahoo.com/news/school-shootings-rise-economy-struggles-study-suggests-170947457.html
2017_02_09,Apple dominates the smartwatch market — but competition looms,https://www.yahoo.com/tech/apple-dominates-smartwatch-market-competition-000417936.html
2017_03_03,5th-grader gives Tesla marketing advice to tech billionaire,https://www.yahoo.com/news/5th-grader-gives-tesla-marketing-005407068.html
2017_03_09,Snap options set for strong demand on market debut,https://www.yahoo.com/news/snap-options-set-strong-demand-market-debut-002457228--finance.html
2017_03_11,"Trauma to lives, economy from tsunami persists 6 years on",https://www.yahoo.com/news/trauma-lives-economy-tsunami-persists-6-years-012255103.html
2017_03_16,MARKET ROUNDUP,https://www.yahoo.com/news/market-roundup-003346867.html
2017_03_22,Trump tries to rally support for healthcare bill as U.S. markets drop,https://sg.news.yahoo.com/trump-tries-rally-support-healthcare-bill-u-markets-001919558--business.html
2017_03_30,"Man wounded in Vermont marketplace stabbing, dies",https://www.yahoo.com/news/person-stabbed-near-popular-outdoor-shopping-dining-plaza-205151845.html
2017_04_15,Trump admin. declines to brand China a currency manipulator,https://www.yahoo.com/news/trump-admin-declines-brand-china-210208496.html
2017_05_02,"Credit Suisse has deployed 20 robots within bank, markets CEO says",https://www.yahoo.com/news/credit-suisse-deployed-20-robots-within-bank-markets-000058538.html
2017_05_08,European markets set for only modest relief rally after well-flagged Macron win,https://www.yahoo.com/news/european-markets-set-only-modest-relief-rally-well-000610547.html
2017_05_14,Russia's Putin says protectionism a threat to global economy,https://www.yahoo.com/news/russias-putin-says-protectionism-threat-global-economy-024152029.html
2017_06_02,Exclusive: California to discuss linking carbon market with China,https://www.yahoo.com/news/exclusive-california-discuss-linking-carbon-market-china-005114888.html
2017_06_03,Self-driving cars could create a massive new $7 trillion economy,https://www.yahoo.com/tech/self-driving-cars-could-create-013222876.html
2017_06_18,Fuel-Economy Face-Off: Driving With Windows Open or With A/C Running?,https://www.yahoo.com/news/fuel-economy-face-off-driving-windows-open-c-110020310.html
2017_06_23,New token sale for blockchain-based currency EOS to launch on Monday,https://finance.yahoo.com/news/token-sale-blockchain-based-currency-eos-launch-monday-000118559.html
2017_07_03,"Factbox: Trump on Twitter - Media, American troops, Stock market",https://www.yahoo.com/news/factbox-trump-twitter-media-american-troops-stock-market-030224048--finance.html
2017_07_28,Flush times for hackers in booming cyber security job market,https://finance.yahoo.com/news/flush-times-hackers-booming-cyber-security-job-market-000315850--sector.html
2017_08_01,Oil markets escape Venezuela sanctions for now,https://www.yahoo.com/news/oil-markets-escape-venezuela-sanctions-now-001718946.html
2017_08_02,What is Bitcoin Cash? What the Cryptocurrency's Hard Fork Could Mean,https://www.yahoo.com/news/bitcoin-cash-cryptocurrency-apos-hard-012000815.html
2017_08_03,"If companies were countries, here’s what our currency would look like",https://www.yahoo.com/news/companies-were-countries-currency-look-000026562.html
2017_08_04,"Factbox: Trump on Twitter (August 3) - Stock market, Russia",https://www.yahoo.com/news/factbox-trump-twitter-august-3-stock-market-russia-012957343--finance.html
2017_08_09,North Korea Threats Rattle U.S. Markets,https://www.yahoo.com/news/north-korea-threats-rattle-u-markets-022217971.html
2017_08_10,China's smog crackdown roils niche commodities markets,https://www.yahoo.com/news/chinas-smog-crackdown-roils-niche-commodities-markets-002007038.html
2017_08_10,What You Should Know About Basic Economy Airfares,https://www.yahoo.com/news/know-basic-economy-airfares-012728645.html
2017_08_11,Nvidia shares fall on data center revenue but chips ride cryptocurrency boom,https://www.yahoo.com/tech/nvidia-shares-fall-data-center-revenue-chips-ride-015525980--finance.html
2017_08_15,Japan economy minister Motegi says threat posed by North Korea has entered new stage,https://www.yahoo.com/news/japan-economy-minister-motegi-says-threat-posed-north-015746134--business.html
2017_08_23,The Latest: Yoder says he wants to fix private health market,https://www.yahoo.com/news/latest-yoder-calls-trump-presidential-afghanistan-235025394--election.html
2017_09_03,Boston Market Giveaway,https://www.yahoo.com/lifestyle/boston-market-giveaway-043704843.html
2017_09_26,Proposed healthcare bill may hurt U.S. economy: S&P,https://www.yahoo.com/news/proposed-healthcare-bill-may-hurt-u-economy-p-020721702--finance.html
2017_10_06,"Factbox: Trump on Twitter (Oct 5) - Ralph Northam, Stock Market, Rex Tillerson",https://www.yahoo.com/news/factbox-trump-twitter-oct-5-ralph-northam-stock-022452954--finance.html
2017_10_12,Trump vows tax plan to boost economy; poll cites views on wealthy,https://www.yahoo.com/news/three-quarters-americans-favor-higher-taxes-wealthy-reuters-004922351--business.html
2017_10_18,Xi says China will let the market play decisive role in resource allocation,https://www.yahoo.com/news/xi-says-china-let-market-play-decisive-role-022456973--sector.html
2017_10_18,Trump administration again declines to name China currency manipulator,https://www.yahoo.com/news/trump-administration-again-declines-name-china-currency-manipulator-024204609--business.html
2017_10_25,Tezos leaders ask for patience over dispute on cybercurrency project,https://www.yahoo.com/news/tezos-leaders-ask-patience-over-dispute-cybercurrency-project-000620415--sector.html
2017_11_21,Cancer tests in supermarket carparks in bid to boost detection rates,https://www.yahoo.com/news/cancer-tests-supermarket-carparks-bid-000100273.html
2017_11_21,Number of toxic chemicals on supermarket vegetables has risen 17 fold since the 1960s,https://www.yahoo.com/news/number-toxic-chemicals-supermarket-vegetables-000100729.html
2017_11_23,Chinese police detain seven in multi-billion underground currency scheme,https://www.yahoo.com/news/chinese-police-detain-seven-multi-billion-underground-currency-001238484.html
2017_11_24,"Orion Parka: The Warmest, Thinnest Survival Gear on the Market",https://www.yahoo.com/news/orion-parka-warmest-thinnest-survival-gear-market-230016253.html
2017_11_24,Monsanto says Mexico revokes permit to market GMO soy in seven states,https://www.yahoo.com/news/monsanto-says-mexico-revokes-permit-market-gmo-soy-044226672--finance.html
2017_11_28,Insight: Global crypto-currency crackdown sparks search for safe havens,https://www.yahoo.com/news/insight-global-crypto-currency-crackdown-sparks-search-safe-060855078.html
2017_12_02,Future Project of the Year: Sydney Fish Markets Design Honored at World Architecture Festival,https://www.yahoo.com/news/future-project-sydney-fish-markets-design-honored-world-230016705.html
2017_12_04,Supermarket chain to sell food up to a month past its best-before date in attempt to slash waste,https://www.yahoo.com/news/supermarket-chain-sell-food-month-000100796.html
2017_12_04,Enter the 'petro': Venezuela to launch oil-backed cryptocurrency,https://finance.yahoo.com/news/enter-petro-venezuela-launch-oil-backed-cryptocurrency-033947013.html
2017_12_09,MARKET ROUNDUP,https://www.yahoo.com/news/market-roundup-005210081.html
2017_12_09,MARKET BRIEF,https://www.yahoo.com/news/market-brief-005237219.html
2017_12_09,MARKET WEEKLY,https://www.yahoo.com/news/market-weekly-005328414.html
2017_12_11,Berlin police say bags of bullets found near Christmas market not linked to terrorism,https://sg.news.yahoo.com/berlin-police-bags-bullets-found-near-christmas-market-031552634.html
2017_12_12,"Bitcoin Mania"" is Here As People Take Out Mortgages to Buy Cryptocurrency""",https://www.yahoo.com/news/bitcoin-mania-people-mortgages-buy-011000995.html
2017_12_12,China video game craze drives booming e-sports market,https://sports.yahoo.com/china-video-game-craze-drives-booming-e-sports-012130928--finance.html
2017_12_15,"Factbox: Trump on Twitter (December 14) - Stock market, federal regulations",https://www.yahoo.com/news/factbox-trump-twitter-december-14-stock-market-federal-013128505--finance.html
2017_12_16,"North Korean hackers behind attacks on cryptocurrency exchanges, South Korean newspaper reports",https://www.yahoo.com/news/north-korean-hackers-behind-attacks-cryptocurrency-exchanges-south-030547210--sector.html
2017_12_16,South Africa to take tough decisions to grow economy - Gigaba,https://www.yahoo.com/news/south-africa-tough-decisions-grow-economy-gigaba-080400357--business.html
2017_12_17,Second bitcoin futures debut could lure volume to wild market,https://www.yahoo.com/news/second-bitcoin-futures-debut-could-lure-volume-wild-060458909--finance.html
2017_12_23,"Police evacuate Bonn Christmas market, probe suspicious package",https://sg.news.yahoo.com/police-evacuate-bonn-christmas-market-probe-suspicious-package-012946661.html
2017_12_28,South Korea to impose new curbs on cryptocurrency trading,https://www.yahoo.com/news/south-korea-impose-curbs-cryptocurrency-trading-031913009--business.html
2017_12_29,Venezuela oil-backed cryptocurrency to launch in days - government,https://www.yahoo.com/news/venezuela-oil-backed-cryptocurrency-launch-days-government-041937963.html
2018_01_04,U.S. agriculture markets jump as frigid weather blankets farm belt,https://www.yahoo.com/news/u-agriculture-markets-jump-frigid-weather-blankets-farm-011000091.html
2018_01_04,Australia to permit medicinal cannabis exports in bid to capture lucrative market,https://sg.news.yahoo.com/australia-permit-medicinal-cannabis-exports-bid-capture-lucrative-041456135--finance.html
2018_01_05,"Tuna goes for $323,000 at Tokyo fish market's final New Year auction",https://www.yahoo.com/news/tuna-goes-323-000-tokyo-fish-markets-final-042417295.html
2018_01_05,GM: Sticking Rudolf's nose on your car hurts fuel economy,https://autos.yahoo.com/gm-sticking-rudolf-apos-nose-045400311.html
2018_01_08,"Factbox: Trump on Twitter (Jan 7): DACA, media, stock market",https://www.yahoo.com/news/factbox-trump-twitter-jan-7-daca-media-stock-025945738--sector.html
2018_01_10,Health Care Jobs Abound. Here's How to Tap Into the Hot Job Market,https://www.yahoo.com/news/health-care-jobs-abound-heres-tap-hot-job-050100547.html
2018_01_11,"South Korea's major cryptocurrency exchanges raided by police, tax authorities",https://www.yahoo.com/news/south-koreas-major-cryptocurreny-exchanges-raided-police-tax-010338521.html
2018_01_11,"South Korea plans to ban cryptocurrency trading, rattles market",https://finance.yahoo.com/news/south-koreas-justice-minister-says-preparing-bill-ban-033003803--finance.html
2018_01_11,"Mexican currency, stocks weaken on Canada NAFTA report",https://www.yahoo.com/news/mexican-currency-stocks-weaken-canada-nafta-report-062813210.html
2018_01_12,Mexico will never pay for Trump wall: Mexican economy minister,https://sg.news.yahoo.com/mexico-never-pay-trump-wall-mexican-economy-minister-031933916.html
2018_01_14,"For now, Australia's plans for cannabis market dominance are more smoke than fire",https://www.yahoo.com/news/now-australias-plans-cannabis-market-dominance-more-smoke-011131168--sector.html
2018_01_15,South Korea says planned ban on cryptocurrency market not yet finalised,https://www.yahoo.com/news/south-korea-says-planned-ban-cryptocurrency-market-not-033105165--sector.html
2018_01_15,Singapore central bank head hopes cryptocurrency tech will survive 'crash',https://sports.yahoo.com/singapore-central-bank-head-hopes-cryptocurrency-tech-survive-034155808--business.html
2018_01_17,Pay dispute at New York's main produce market could lead to strike,https://www.yahoo.com/news/pay-dispute-yorks-main-produce-market-could-lead-002544431.html
2018_01_18,Old hands in South Korea Bitcoin market unfazed by threats of ban,https://finance.yahoo.com/news/old-hands-south-korea-bitcoin-market-unfazed-threats-043622649--finance.html
2018_01_19,"Macron hails UK defence cooperation, warns on single market post-Brexit",https://sg.news.yahoo.com/macron-hails-uk-defence-cooperation-warns-single-market-012921386--business.html
2018_01_20,"Trump to tout U.S. economy, urge fair trade at elite Davos forum",https://www.yahoo.com/news/trump-tout-u-economy-urge-fair-trade-elite-004551272--business.html
2018_01_24,Battle of the beans: Monsanto faces a fight for soy market,https://www.yahoo.com/news/battle-beans-monsanto-faces-fight-soy-market-060629687.html
2018_01_28,Hacked Tokyo cryptocurrency exchange to repay owners $425 million,https://www.yahoo.com/news/hacked-tokyo-cryptocurrency-exchange-repay-owners-425-million-034044070--business.html
2018_01_30,Japan's Aso tells cryptocurrency exchanges to strengthen controls after $530 million theft,https://www.yahoo.com/news/japans-aso-tells-cryptocurrency-exchanges-strengthen-controls-530-012519633--sector.html
2018_01_31,"Suspected Russian warplanes hit busy market in Idlib, kill 15: rescuers, residents",https://www.yahoo.com/news/suspected-russian-warplanes-hit-busy-market-idlib-kill-011551629.html
2018_02_03,Amazon stock market value on verge of eclipsing Microsoft,https://finance.yahoo.com/news/amazon-stock-market-value-verge-eclipsing-microsoft-012455887--finance.html
2018_02_08,Amazon's market value on verge of beating out Microsoft,https://www.yahoo.com/news/amazons-market-value-verge-beating-microsoft-011915711--finance.html
2018_02_08,Japan regulator to inspect more cryptocurrency exchanges - source,https://www.yahoo.com/news/japan-regulator-inspect-more-cryptocurrency-exchanges-jiji-000917134--sector.html
2018_02_09,Lawmakers near deal on tax law's impact on grain market,https://www.yahoo.com/news/lawmakers-near-deal-tax-laws-impact-grain-market-021124441--finance.html
2018_02_16,U.S. regulator warns of cryptocurrency 'pump-and-dump' schemes,https://www.yahoo.com/news/u-regulator-warns-cryptocurrency-pump-dump-schemes-013725191.html
2018_02_21,Computer shops embrace lucrative business: outfitting cryptocurrency miners,https://www.yahoo.com/news/computer-shops-embrace-lucrative-business-outfitting-cryptocurrency-miners-005231087--finance.html
2018_02_21,South Korea regulator flags better deal for cryptocurrency industry,https://www.yahoo.com/news/south-koreas-cryptocurrency-industry-welcomes-regulators-dramatic-change-030216626--sector.html
2018_02_21,Venezuela says launch of 'petro' cryptocurrency raised $735 million,https://www.yahoo.com/news/venezuela-says-launch-petro-cryptocurrency-raised-735-million-045142357.html
2018_02_26,Jordan PM reshuffles cabinet to soothe anger over poor economy,https://sg.news.yahoo.com/jordan-pm-reshuffles-cabinet-soothe-anger-over-poor-032949697--business.html
2018_02_28,MARKET ROUNDUP,https://www.yahoo.com/news/market-roundup-000946793.html
2018_03_02,Diesel cars marketed as ‘cleanest in history’ still belching out dangerous levels of emissions,https://www.yahoo.com/news/diesel-cars-marketed-cleanest-history-000100637.html
2018_03_02,UK industry fears as Donald Trump's 'devastating' steel tariff sends markets tumbling,https://www.yahoo.com/news/britain-major-lobbying-drive-avoid-170505313.html
